"adverts"	"sales"	"airplay"	"attract"	"residuals"	"standarized.residuals"	"studentized.residuals"	"cooks"	"dfbeta.(Intercept)"	"dfbeta.adverts"	"dfbeta.airplay"	"dfbeta.attract"	"dffit"	"leverage"	"covratio"	"cov_ideal_low"	"cov_ideal_high"	"fitted.values"	"std_fitted.values"
10.256	330	43	10	100.079745217442	2.17740408238378	2.19859632992666	0.0587038820601734	-5.42182706706871	-0.00166159147200479	0.043392916574901	0.852969923492106	0.489293979965344	0.0471905256041176	0.971274990874464	0.94	1.06	229.920254782558	0.55813014923493
985.685	120	28	7	-108.948991725879	-2.32308277865479	-2.34972370774053	0.0108894322500039	0.216017017607698	-0.000864968983218141	0.00258708061243182	-0.0450304094999538	-0.211098296015572	0.00800653614388485	0.920183161882535	0.94	1.06	228.948991725879	0.543367419564862
1445.563	360	35	7	68.4423684586182	1.46880155150534	1.4731799194787	0.0114006598735151	-0.65851796965755	0.00120743581110127	0.0128983716102566	-0.0130879018481631	0.214184312240588	0.0207004268326442	0.997110046029347	0.94	1.06	291.557631541382	1.49498852596908
1188.193	270	33	7	7.02402624938924	0.150115954179129	0.149741123986792	7.16647752750388e-05	-0.0448086885328751	8.4417001623666e-05	0.000958984845304477	0.000315605599832945	0.0168887343656444	0.0125609455385696	1.03317954411211	0.94	1.06	262.975973750611	1.06056112282039
574.513	220	44	5	-5.75286071693427	-0.123798339400865	-0.12348695152337	0.000102542254772175	-0.149283504905532	7.55285966784698e-06	-0.0039693381773699	0.0331263833676939	-0.0202016888313046	0.02606531913255	1.04765952741322	0.94	1.06	225.752860716934	0.494787770878877
568.954	170	19	5	28.9046432888516	0.618259706722787	0.617282712085091	0.00137734732445165	1.14345654186252	1.55409351769518e-05	-0.00579243314885994	-0.125126574189053	0.0741079672745042	0.0142084487679076	1.02732899107411	0.94	1.06	141.095356711148	-0.791965429075749
471.814	70	20	1	-21.8717291480424	-0.487199936015883	-0.486250012929811	0.00594368005574004	-2.51994173278747	-6.96485059961555e-06	-0.00141552957883567	0.360832483050401	-0.153889897633196	0.0910425709585452	1.11747349262025	0.94	1.06	91.8717291480424	-1.54014080967606
537.352	210	22	9	17.1395572036134	0.367864063669775	0.367051168054128	0.000723022760966563	-0.488486810192136	-4.06302775825756e-05	-0.00533579002772043	0.11044520857765	0.053659327651748	0.0209244210538313	1.03960847348369	0.94	1.06	192.860442796387	-0.00516110560367284
514.068	200	21	7	34.6561110521011	0.738553073717988	0.73769380270673	0.000949037320273817	0.194766577165991	-6.20794265559234e-05	-0.0080529176131585	0.0353497081245581	0.061541215011563	0.00691142892819751	1.01638118180106	0.94	1.06	165.343888947899	-0.423399442914507
174.093	300	40	7	99.5337512439587	2.13028877629468	2.14988206679834	0.017756471647924	-0.215970959868712	-0.00107095058140712	0.0461632913136037	0.0162397839860205	0.26895801422023	0.0154097375251316	0.943920028238617	0.94	1.06	200.466248756041	0.110443473951978
1720.806	290	32	7	-14.8193099595695	-0.31974422377778	-0.319010717775151	0.000822628958468821	0.152200800555459	-0.000358814926851646	-0.000901288575238369	0.0024466098345936	-0.0572314249470543	0.0311817775186297	1.05132542683934	0.94	1.06	304.819309959569	1.69655963702151
611.479	70	20	2	-44.8135034576547	-0.983761456896546	-0.983680209790154	0.0165706870451775	-4.17762367598804	-0.00013523997245364	0.000261893791551885	0.592924817286553	-0.257433098657886	0.0640989388536731	1.0691952311083	0.94	1.06	114.813503457655	-1.19143691328534
251.192	150	24	8	-14.2183163669362	-0.303943032342755	-0.303238147519653	0.00030491808334148	0.149329636752197	0.000117796712846556	0.00229924639874142	-0.0527274491549524	-0.0348428145311575	0.0130305426438538	1.03219830969254	0.94	1.06	164.218316366936	-0.440507602874385
97.972	190	38	6	13.816454565039	0.296024763240557	0.295334661078946	0.000390401140059469	0.224093599898252	-0.000163139899015414	0.00627820531087564	-0.0334114849540026	0.0394250190167939	0.0175082958150029	1.0370031851905	0.94	1.06	176.183545434961	-0.258641896198003
406.814	240	24	7	73.6580725775812	1.56941085719703	1.57533170114026	0.00404109572488715	0.354756690213078	-0.000320945175029245	-0.00875527669477584	0.0670477736893501	0.127618878733753	0.00651996057735666	0.976692775199662	0.94	1.06	166.341927422419	-0.408229739816735
265.398	100	25	5	-35.5326097499212	-0.760350902747361	-0.759529756465075	0.00220723260538647	-1.37471519407342	0.000234297077229758	-0.00125048036038155	0.160232228841625	-0.0938609129953034	0.0150417301594072	1.02408581720183	0.94	1.06	135.532609749921	-0.876516497961594
1323.287	250	35	5	-9.00558425181144	-0.193991157566532	-0.193514227869246	0.000271341757664907	-0.225110638640884	-0.000144552713608338	-0.00278914861619366	0.0508568102634424	-0.0328639135523051	0.0280326674387055	1.04930223049055	0.94	1.06	259.005584251811	1.00021311879352
196.65	210	36	8	10.0023697204611	0.214062126849982	0.213540314806917	0.0001776211360224	-0.16762416201808	-0.000104436442685253	0.00266319878416675	0.0309217893237762	0.0265899401544059	0.0152683760457131	1.03552782884093	0.94	1.06	199.997630279539	0.103320699293324
